FIPS,State_abv,County_Name,oil_change_group,gas_change_group,oil_gas_change_group,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,affectweather,affectweatherOppose,worried,worriedOppose,harmplants,harmplantsOppose,futuregen,futuregenOppose,devharm,devharmOppose,harmUS,harmUSOppose,personal,personalOppose,timing,timingOppose,fundrenewables,fundrenewablesOppose,regulate,regulateOppose,CO2limits,CO2limitsOppose,reducetax,reducetaxOppose,supportRPS,supportRPSOppose,rebates,rebatesOppose,drillANWR,drillANWROppose,drilloffshore,drilloffshoreOppose,teachGW,teachGWOppose,corporations,corporationsOppose,citizens,citizensOppose,congress,congressOppose,governor,governorOppose,localofficials,localofficialsOppose,prienv,prienvOppose,discuss,discussOppose,mediaweekly,mediaweeklyOppose,tot_pop,pop_under5,pop_5to9,pop_10to14,pop_15to19,pop_20to24,pop_25to34,pop_35to44,pop_45to54,pop_55to59,pop_60to64,pop_65to74,pop_75to84,pop_85+,gas,oil,"Metro-nonmetro status, 2013 0=Nonmetro 1=Metro",Economic Types Type_2015_Update non-overlapping,Economic_Type_Label,Farming_2015_Update,Mining_2015-Update,Manufacturing_2015_Update,Government_2015_Update,Recreation_2015_Update,Nonspecialized_2015_Update,Low_Education_2015_Update,Low_Employment_Cnty_2008_2012_25_64,Pop_Loss_2010,Retirement_Dest_2015_Update,Persistent_Poverty_2013,Persistent_Related_Child_Poverty_2013,Region,pct_und5,pct_5to9,pct_10to14,pct_15to19,pct_20to24,pct_youth,oil_producer,gas_producer
4001,AZ,Apache County,Status Quo,Status Quo,Status Quo,70.256,11.972,58.318,28.102,44.308,24.518,53.579,3.998,66.198,34.043,70.869,16.687,72.084,13.622,67.399,16.835,65.652,20.949,46.372,39.079,51.959,48.045,83.847,13.447,76.29,21.566,61.771,36.102,64.424,28.382,64.656,32.707,84.374,12.693,30.84,69.193,49.073,47.836,83.326,16.964,72.07,9.176,65.69,8.531,63.183,16.12,54.415,13.189,59.231,10.663,76.329,20.331,34.935,64.561,13.654,84.636,72346,5285,5873,6209,6408,4914,8563,7793,9140,4481,4042,5721,2893,1024,168310,36925,0,4,Federal/State Government,0,0,0,1,0,0,0,1,0,0,1,1,West,0.07305172366129434,0.0811793326514251,0.08582368064578554,0.08857435103530258,0.06792358941752136,0.39655267741132894,oil_producer,gas_producer
4003,AZ,Cochise County,Status Quo,Status Quo,Status Quo,65.429,18.165,52.946,35.893,44.073,31.404,55.588,6.277,57.663,42.296,65.488,23.195,63.723,22.759,58.205,27.788,56.616,31.797,39.25,49.582,46.853,53.148,83.79,13.591,74.247,23.331,64.042,34.426,60.963,34.693,61.222,36.297,80.565,16.731,40.207,58.133,53.746,43.887,76.312,23.83,65.518,12.104,61.195,13.015,56.913,19.975,50.894,17.412,54.195,16.703,68.48,29.311,37.067,62.712,23.181,75.772,128177,7948,7711,8163,8258,7926,16743,13662,15295,8049,9099,14680,8080,2563,0,0,1,4,Federal/State Government,0,0,0,1,0,0,0,1,0,0,0,0,West,0.062008004556199633,0.060158998884355226,0.06368537257074203,0.06442653518181889,0.06183636689889762,0.3121152780920134,non_producer_oil,non_producer_gas
4005,AZ,Coconino County,Status Quo,Status Quo,Status Quo,72.908,11.85,60.689,27.487,53.599,25.035,59.819,4.502,66.579,33.535,72.654,17.694,72.708,15.929,67.298,19.915,64.947,24.733,45.88,44.264,53.245,46.758,85.385,11.519,77.443,20.601,67.161,31.382,65.604,29.052,65.996,31.866,84.011,13.585,29.983,69.644,46.143,51.665,83.429,17.021,72.866,8.892,68.765,8.581,64.902,15.6,55.126,13.331,59.143,11.78,75.121,22.23,41.576,58.085,22.979,75.735,138064,8128,8469,8213,14139,18793,18337,15065,15667,8670,7570,9598,4070,1345,0,0,1,4,Federal/State Government,0,0,0,1,1,0,0,0,0,0,0,1,West,0.05887124811681539,0.06134111716305481,0.05948690462394252,0.1024090276972998,0.13611803221694288,0.4182263298180554,non_producer_oil,non_producer_gas
4007,AZ,Gila County,Status Quo,Status Quo,Status Quo,66.578,17.712,52.091,36.031,43.996,32.505,57.443,6.565,55.822,44.085,64.629,23.741,62.849,23.085,56.863,28.542,55.464,32.983,39.072,50.228,46.689,53.311,83.48,13.326,72.635,24.64,63.686,34.879,62.255,34.234,59.255,38.032,79.332,17.683,42.279,55.939,55.467,41.781,75.71,24.458,64.18,12.836,61.348,13.476,56.012,20.287,48.752,18.116,52.594,16.795,67.188,30.38,34.88,64.782,23.473,75.579,53179,3036,2812,3208,2825,2741,4920,4600,6431,4408,4160,8283,4398,1357,0,0,0,5,Recreation,0,0,0,0,1,0,0,1,0,1,0,0,West,0.057090204780082365,0.0528780157581,0.060324564207675964,0.05312247315669719,0.05154290227345381,0.2749581601760093,non_producer_oil,non_producer_gas
4009,AZ,Graham County,Status Quo,Status Quo,Status Quo,65.204,18.019,50.787,36.331,42.537,31.291,55.457,6.608,55.463,44.449,64.771,22.276,63.298,21.646,57.447,27.583,55.891,32.146,39.903,48.644,46.255,53.745,81.957,14.764,72.853,24.242,63.169,35.377,61.326,35.064,58.325,38.641,78.765,18.129,42.723,55.36,55.569,41.375,74.877,25.234,65.245,13.094,61.461,13.949,58.575,19.548,51.448,17.903,53.878,16.977,66.69,31.086,34.372,65.312,22.018,77.156,37529,2897,2962,2864,2820,2990,5593,4702,4219,1897,1963,2657,1438,527,0,0,0,4,Federal/State Government,0,0,0,1,0,0,0,1,0,0,0,1,West,0.07719363692078127,0.0789256308454795,0.07631431692824216,0.07514189027152336,0.07967172053611873,0.38724719550214504,non_producer_oil,non_producer_gas
4011,AZ,Greenlee County,Status Quo,Status Quo,Status Quo,65.539,17.364,51.266,37.907,40.052,33.079,56.562,6.49,56.79,43.033,64.437,22.387,62.646,21.495,57.146,26.942,55.832,31.1,40.859,46.761,46.645,53.356,82.27,14.806,72.969,23.787,62.219,35.75,62.35,33.389,58.653,38.402,79.777,16.861,45.892,52.972,56.311,40.329,75.429,24.411,63.842,13.104,60.841,14.007,55.83,19.636,49.783,17.488,54.54,16.27,67.375,30.376,32.152,67.509,20.561,78.343,9224,672,825,657,768,530,1369,1173,1089,549,529,499,458,106,0,0,0,2,Mining,0,1,0,0,0,0,0,1,0,0,0,0,West,0.07285342584562012,0.08944058976582828,0.07122723330442324,0.08326105810928014,0.05745880312228968,0.37424111014744144,non_producer_oil,non_producer_gas
4012,AZ,La Paz County,Status Quo,Status Quo,Status Quo,64.976,17.753,51.551,36.079,41.898,31.018,54.476,6.455,55.296,44.577,63.855,22.799,62.179,22.371,56.479,27.946,55.87,31.822,39.392,48.896,46.544,53.456,82.34,14.046,71.886,25.305,62.951,35.579,61.285,35.05,57.488,39.359,78.284,18.571,40.849,56.979,55.024,41.868,74.863,25.395,62.869,12.981,60.374,13.595,55.294,20.907,48.095,18.232,51.806,17.095,66.612,30.76,33.929,65.68,21.885,77.306,20304,961,1063,921,1015,975,1585,1521,2087,1344,1511,3972,2719,630,0,0,0,5,Recreation,0,0,0,0,1,0,1,1,0,1,0,1,West,0.04733057525610717,0.052354215918045705,0.04536052009456265,0.04999014972419228,0.048020094562647754,0.24305555555555555,non_producer_oil,non_producer_gas
4013,AZ,Maricopa County,Status Quo,Status Quo,Status Quo,68.452,14.836,54.909,34.817,48.591,28.516,61.068,5.716,59.312,40.918,67.254,22.281,67.217,20.939,61.035,26.08,58.575,30.58,38.083,49.827,47.868,52.133,84.189,13.57,75.827,22.13,67.15,31.498,62.036,32.927,65.333,32.64,82.243,15.636,35.586,59.957,54.081,43.736,78.428,21.894,67.15,10.648,63.378,11.702,59.645,19.529,51.692,15.559,55.428,15.963,70.493,27.329,38.073,62.023,24.449,74.409,4088549,276150,289790,286719,278790,284690,581921,542527,528640,236785,216770,326526,169609,69632,0,0,1,0,Nonspecialized,0,0,0,0,0,1,0,0,0,0,0,0,West,0.06754229923623271,0.0708784461186597,0.07012732389901649,0.06818800508444438,0.06963105982097806,0.34636713415933135,non_producer_oil,non_producer_gas
4015,AZ,Mohave County,Status Quo,Status Quo,Status Quo,59.092,22.466,47.374,38.779,37.628,35.91,50.692,7.463,49.64,50.327,59.734,26.134,58.021,25.177,52.242,31.292,51.081,36.119,34.959,51.914,42.525,57.475,81.927,15.182,70.836,26.756,59.105,39.507,58.54,38.139,56.138,41.197,78.231,18.852,45.296,52.531,59.524,37.96,70.792,29.335,60.299,13.792,57.352,15.158,51.061,21.014,44.304,20.033,48.733,18.53,64.286,33.257,31.601,68.155,21.471,77.822,203629,9409,10514,11246,10607,9944,19963,19354,25520,15996,16384,32261,17073,5358,0,0,1,5,Recreation,0,0,0,0,1,0,0,1,0,1,0,0,West,0.04620658157728025,0.05163311709039479,0.055227889937091476,0.05208983003403248,0.048833908726163756,0.2539913273649627,non_producer_oil,non_producer_gas
4017,AZ,Navajo County,Status Quo,Status Quo,Status Quo,69.65,14.241,56.024,31.468,47.081,27.33,57.576,5.153,62.031,37.975,68.822,19.274,68.086,17.751,62.824,22.096,61.434,26.458,43.968,44.421,50.776,49.226,84.195,12.496,74.668,22.774,64.479,33.991,64.783,30.623,61.892,35.306,81.717,15.258,35.683,63.426,49.741,47.389,80.189,20.122,68.885,10.978,64.917,10.76,61.208,17.846,52.62,15.444,56.235,13.622,71.619,25.479,36.901,62.654,20.194,78.43,108209,8039,8652,8288,8298,6867,12775,11467,13000,7358,6427,10493,4938,1607,0,0,0,5,Recreation,0,0,0,0,1,0,0,1,0,1,1,1,West,0.07429141753458585,0.07995638070770454,0.07659252003068137,0.07668493378554464,0.06346052546461015,0.37098577752312656,non_producer_oil,non_producer_gas
4019,AZ,Pima County,Status Quo,Status Quo,Status Quo,77.127,11.413,62.73,27.416,58.746,25.675,67.809,5.173,68.902,30.693,72.924,15.96,73.089,14.771,65.75,20.595,61.753,26.541,48.3,42.356,56.076,43.923,86.167,11.22,80.303,17.378,76.808,22.299,71.408,25.979,69.159,28.488,83.564,14.062,34.209,65.18,46.715,49.855,80.73,19.273,72.172,9.924,68.197,10.234,66.154,13.428,58.112,13.166,58.726,13.34,72.049,25.744,44.674,54.946,25.305,73.429,1003338,59511,61970,60397,68794,89783,123688,114051,119849,63567,63116,100515,55920,22177,0,0,1,0,Nonspecialized,0,0,0,0,0,1,0,0,0,1,0,0,West,0.059313013162065026,0.06176383232769017,0.060196065533250014,0.06856512959740386,0.08948430140192039,0.33932234202232947,non_producer_oil,non_producer_gas
4021,AZ,Pinal County,Status Quo,Status Quo,Status Quo,68.562,17.05,52.703,34.868,47.689,29.791,59.276,6.216,58.174,41.81,66.195,20.937,64.296,19.563,59.396,25.709,56.691,31.284,40.429,48.687,46.637,53.363,83.76,13.423,77.208,20.119,67.834,30.42,62.527,32.897,61.896,35.713,80.608,16.599,39.159,60.233,53.008,44.081,78.984,21.237,67.478,11.965,61.577,13.005,62.352,17.561,54.489,16.816,54.867,17.043,68.271,29.413,37.263,62.619,22.434,76.684,397604,25065,27875,28081,24529,22238,52763,52967,45084,22807,23722,45856,20975,5642,0,0,1,0,Nonspecialized,0,0,0,0,0,1,0,1,0,1,0,0,West,0.06304011026046015,0.07010744358708665,0.07062554702668987,0.061692035291395456,0.0559300208247402,0.3213951569903723,non_producer_oil,non_producer_gas
4023,AZ,Santa Cruz County,Status Quo,Status Quo,Status Quo,76.637,10.02,62.728,28.648,52.409,23.532,65.888,4.571,69.958,29.879,73.406,14.33,72.206,13.516,67.168,17.787,64.92,21.767,50.032,36.985,57.272,42.728,85.111,12.322,79.441,17.352,75.667,22.383,72.2,23.625,67.882,29.201,83.78,13.244,36.017,63.669,44.634,52.077,83.581,16.192,70.654,9.703,68.27,10.275,65.807,12.452,60.526,11.866,63.235,12.502,73.968,23.987,37.124,62.552,21.158,77.301,46547,3346,3833,3680,3840,3066,4778,5158,5672,2632,3143,4407,2343,649,0,0,0,4,Federal/State Government,0,0,0,1,0,0,1,1,0,1,0,1,West,0.07188433196554021,0.08234687520140933,0.07905987496508905,0.0824972608331364,0.06586890669645734,0.38165724966163234,non_producer_oil,non_producer_gas
4025,AZ,Yavapai County,Status Quo,Status Quo,Status Quo,63.691,21.251,52.176,35.25,45.071,32.664,54.923,6.684,54.894,45.134,64.683,25.391,63.534,24.042,56.822,30.221,54.907,34.994,36.18,53.747,46.015,53.985,84.196,12.294,73.281,23.786,66.269,32.255,61.528,35.317,60.408,36.22,80.227,16.652,39.025,58.52,52.094,44.106,74.233,26.024,64.765,11.97,62.91,12.849,55.634,20.822,49.838,18.025,51.596,17.48,67.366,30.387,37.493,62.326,25.63,73.72,218586,9451,10077,11455,11817,10131,19629,19419,26461,17687,20659,36751,17796,7253,0,0,1,5,Recreation,0,0,0,0,1,0,0,1,0,1,0,0,West,0.04323698681525807,0.04610084817874887,0.05240500306515514,0.05406110180889902,0.04634789053278801,0.24215183040084912,non_producer_oil,non_producer_gas
4027,AZ,Yuma County,Status Quo,Status Quo,Status Quo,69.895,14.027,57.061,32.157,45.648,26.979,61.508,5.594,63.007,36.337,67.964,18.923,66.244,18.345,61.242,22.508,60.179,26.351,45.673,41.362,51.797,48.203,82.226,14.407,75.388,21.495,68.652,29.424,66.725,29.283,61.635,34.989,80.578,16.042,41.256,57.864,48.998,47.194,78.425,21.413,64.362,11.625,62.671,12.548,59.879,16.437,52.501,15.038,57.377,14.603,70.155,27.586,34.802,64.313,21.469,77.201,203292,15041,14718,14564,15162,17536,27084,22260,22005,10063,9507,18637,13534,3181,0,0,1,5,Recreation,0,0,0,0,1,0,1,1,0,0,0,1,West,0.07398717116266257,0.07239832359364855,0.07164079255455208,0.07458237412195266,0.08626015780256971,0.3788688192353856,non_producer_oil,non_producer_gas
5001,AR,Arkansas County,Status Quo,Status Quo,Status Quo,63.831,15.992,50.239,35.199,41.914,29.888,54.184,6.704,54.32,45.529,66.48,19.427,65.894,19.469,57.912,26.257,53.862,31.676,36.971,48.202,46.933,53.066,80.689,16.859,73.231,24.386,67.063,31.758,63.104,33.676,59.944,37.456,78.205,18.622,33.219,62.255,54.759,41.95,75.998,23.53,63.255,12.428,60.152,13.86,57.929,18.526,53.6,16.152,54.445,16.299,63.963,31.191,30.064,69.895,18.85,80.103,18569,1250,1281,1014,1290,989,2102,2233,2405,1310,1399,1850,1054,392,0,0,0,3,Maufacturing,0,0,1,0,0,0,0,0,1,0,0,1,South,0.06731649523399214,0.06898594431579515,0.05460714093381442,0.06947062308147989,0.05326081102913458,0.31364101459421617,non_producer_oil,non_producer_gas
5003,AR,Ashley County,Status Quo,Status Quo,Status Quo,62.575,16.4,47.069,40.292,35.823,32.549,53.234,7.213,51.917,47.907,63.478,21.865,62.228,21.46,54.98,27.902,52.068,32.497,36.523,47.903,44.884,55.116,79.062,18.652,71.294,25.96,61.725,36.624,61.737,34.877,57.111,40.595,77.899,18.592,39.667,55.828,60.62,35.995,73.984,25.297,60.602,14.039,57.822,15.516,53.359,21.374,49.268,17.997,53.044,17.06,62.8,32.385,27.292,72.619,18.133,80.636,20989,1298,1522,1260,1400,1172,2248,2553,2935,1547,1252,2252,1175,375,0,8575,0,3,Maufacturing,0,0,1,0,0,0,0,0,1,0,0,1,South,0.06184191719472104,0.07251417409119063,0.060031445042641386,0.06670160560293487,0.05583877269045691,0.3169279146219448,oil_producer,non_producer_gas
5005,AR,Baxter County,Status Quo,Status Quo,Status Quo,62.246,20.205,46.624,39.52,36.936,37.598,52.965,8.366,48.44,51.467,63.348,24.079,63.425,23.41,53.745,32.488,49.23,38.938,32.371,56.28,41.991,58.008,80.394,17.338,70.342,26.936,59.817,38.909,58.655,38.497,55.533,42.446,77.954,18.917,40.528,55.029,62.17,35.07,71.463,28.119,60.886,14.607,57.135,16.413,52.779,23.818,47.905,20.656,49.468,19.686,60.733,34.666,29.733,70.224,21.234,77.801,40992,1825,2090,2060,1946,1636,3854,3833,5000,3044,3377,6767,4171,1389,0,0,0,0,Nonspecialized,0,0,0,0,0,1,0,1,0,1,0,0,South,0.04452088212334114,0.050985558157689306,0.05025370804059329,0.04747267759562841,0.039910226385636224,0.2331430523028884,non_producer_oil,non_producer_gas
5007,AR,Benton County,Status Quo,Status Quo,Status Quo,63.888,18.247,50.18,36.67,40.664,35.028,55.673,7.601,54.924,44.913,66.349,21.991,66.474,20.468,57.345,29.502,52.319,36.191,34.735,53.569,43.892,56.108,80.443,17.534,71.391,26.469,63.859,34.805,59.538,36.216,59.151,38.845,78.538,18.596,37.012,58.973,56.276,41.176,74.215,25.335,61.75,13.712,59.911,15.04,55.257,22.243,48.52,18.824,51.61,18.655,63.508,32.203,31.993,67.988,21.74,77.049,245231,17906,19179,18894,16462,14013,35937,34516,31487,13815,11672,18206,9441,3703,0,0,1,0,Nonspecialized,0,0,0,0,0,1,0,0,0,0,0,0,South,0.0730168698084663,0.07820789378178127,0.07704572423551671,0.06712854410739262,0.057142041585280814,0.35254107351843766,non_producer_oil,non_producer_gas
5009,AR,Boone County,Status Quo,Status Quo,Status Quo,59.607,21.733,45.623,39.532,35.81,37.586,49.723,8.573,49.208,50.562,62.339,25.062,61.999,24.403,52.545,33.503,48.755,38.844,32.546,55.555,41.265,58.734,78.641,18.316,69.213,27.955,59.419,39.33,58.248,39.042,53.509,43.674,76.175,20.132,40.981,54.449,61.256,34.833,69.855,29.679,59.808,15.154,56.781,16.966,50.901,24,46.843,20.923,48.72,19.828,60.089,35.23,27.897,72.005,20.552,78.545,37301,2287,2229,2341,2233,2075,4174,4500,5029,2575,2499,4128,2216,1015,0,0,0,0,Nonspecialized,0,0,0,0,0,1,0,0,0,0,0,0,South,0.061312029168118815,0.05975711106940833,0.06275971153588375,0.05986434680035388,0.05562853542800461,0.2993217340017694,non_producer_oil,non_producer_gas
5011,AR,Bradley County,Status Quo,Status Quo,Status Quo,66.069,13.428,50.549,36.962,41.208,28.291,57.168,6.189,56.843,42.926,67.718,17.666,66.197,17.624,59.368,23.499,56.674,27.893,40.772,43.834,49.611,50.389,80.779,16.263,72.21,24.77,66.475,31.94,65.639,31.228,58.89,38.448,78.11,18.201,35.4,59.849,55.655,40.405,77.768,21.683,62.64,12.481,60.788,13.341,57.322,17.813,52.909,15.246,56.341,14.605,65.398,29.807,29.58,70.236,18.994,79.812,11096,712,793,690,712,607,1278,1237,1541,706,791,1099,679,251,0,35559,0,0,Nonspecialized,0,0,0,0,0,1,1,0,0,0,1,1,South,0.06416726748377793,0.07146719538572459,0.06218457101658255,0.06416726748377793,0.0547043979812545,0.3166906993511175,oil_producer,non_producer_gas
5013,AR,Calhoun County,Status Quo,Status Quo,Status Quo,58.479,18.66,44.784,41.743,33.25,34.782,49.689,7.521,48.986,50.88,61.553,23.085,60.922,22.164,52.957,29.127,49.906,33.878,34.376,49.365,42.309,57.691,78.179,19.871,69.864,27.541,58.092,40.062,59.506,36.601,55.148,42.602,77.023,19.402,41.707,54.134,62.597,34.043,72.233,26.992,58.548,14.395,55.097,16.055,50.666,22.165,47.358,18.634,51.427,17.124,61.893,33.105,24.769,75.13,16.239,82.518,5210,298,347,205,267,389,528,578,798,445,389,529,319,118,0,12328,0,3,Maufacturing,0,0,1,0,0,0,0,0,1,0,0,0,South,0.05719769673704415,0.06660268714011516,0.03934740882917467,0.051247600767754316,0.0746641074856046,0.2890595009596929,oil_producer,non_producer_gas
5015,AR,Carroll County,Status Quo,Status Quo,Status Quo,62.735,18.32,50.673,36.449,40.821,33.487,54.285,7.404,53.472,46.397,66.057,22.13,65.816,21.278,57.029,29.211,52.866,34.864,35.9,52.2,44.746,55.254,81.056,16.436,72.361,25.165,64.951,33.671,62.852,34.14,58.339,39.352,78.671,18.111,37.11,58.657,57.963,38.882,74.249,25.267,62.384,13.467,59.511,14.725,55.221,21.372,49.78,18.129,52.084,17.662,63.473,31.903,30.459,69.435,21.408,77.459,27690,1520,1752,1787,1668,1485,2839,2972,3587,2336,1953,3593,1535,663,0,0,0,3,Maufacturing,0,0,1,0,1,0,0,0,0,0,0,1,South,0.05489346334416757,0.06327193932827736,0.06453593355001806,0.06023835319609967,0.053629469122426866,0.29656915854098953,non_producer_oil,non_producer_gas
5017,AR,Chicot County,Status Quo,Status Quo,Status Quo,69.27,9.585,53.01,34.63,43.54,24.504,60.287,5.107,60.443,39.469,69.978,13.911,69.031,13.312,62.468,18.477,58.957,23.006,43.754,37.586,53.596,46.404,81.8,16.211,76.075,21.138,71.264,26.938,69.159,26.824,64.022,33.612,80.797,15.835,32.061,64.269,51.593,44.728,81.96,17.333,66.051,10.555,62.098,11.563,61.351,13.663,58.826,12.111,61.49,12.015,68.61,26.421,29.207,70.743,15.454,82.926,11189,713,790,653,830,475,1105,1301,1530,895,745,1090,805,257,0,0,0,1,Farming,1,0,0,0,0,0,1,1,1,0,1,1,South,0.06372329966931808,0.07060505853963714,0.05836089015997855,0.07417999821253016,0.04245240861560461,0.30932165519706856,non_producer_oil,non_producer_gas
5019,AR,Clark County,Status Quo,Status Quo,Status Quo,68.595,13.528,53.095,35.28,44.969,28.971,59.502,6.205,58.306,41.56,69.434,17.821,68.429,17.341,60.705,24.114,56.913,29.38,39.912,46.573,49.83,50.17,82.59,14.928,74.398,22.944,68.635,29.861,67.005,29.744,61.379,36.452,80.504,16.287,34.239,61.801,54.187,42.516,78.78,20.733,65.264,11.783,62.613,12.624,59.119,17.691,54.054,14.966,56.69,14.45,66.555,28.808,32.13,67.77,21.198,77.431,22684,1190,1245,1213,2581,3314,2023,2494,2528,1190,1351,1963,1137,455,0,0,0,4,Federal/State Government,0,0,0,1,0,0,0,0,0,0,0,1,South,0.052459883618409454,0.05488450008816787,0.05347381414212661,0.11378063833539058,0.14609416328689825,0.4206929994709928,non_producer_oil,non_producer_gas
5021,AR,Clay County,Status Quo,Status Quo,Status Quo,62.203,17.976,47.766,39.955,38.661,34.241,53.855,7.547,51.673,48.221,65.138,21.48,64.287,20.931,54.456,30.421,51.343,35.236,35.236,51.697,44.204,55.795,79.4,17.575,71.997,25.401,63.704,34.583,63.836,33.065,57.203,40.664,78.305,18.373,39.538,56.185,59.199,37.79,74.735,24.782,62.05,13.702,58.234,14.913,55.349,20.674,49.151,18.157,51.725,17.374,62.798,32.146,27.072,72.779,20.268,78.427,15202,728,768,1088,935,871,1581,1795,2097,1181,968,1778,981,431,0,0,0,1,Farming,1,0,0,0,0,0,0,1,1,0,0,1,South,0.04788843573214051,0.0505196684646757,0.07156953032495725,0.06150506512301013,0.05729509275095382,0.2887777923957374,non_producer_oil,non_producer_gas
5023,AR,Cleburne County,Status Quo,H_Growth,H_Growth,58.749,22.034,45.381,40.824,34.907,37.674,50.148,8.456,48.069,51.757,62.182,25.663,61.529,25.25,52.612,33.269,49.27,38.468,32.649,55.564,40.959,59.041,79.31,17.943,68.459,29.135,58.708,40.011,57.809,39.301,54.017,43.684,75.857,20.762,40.893,53.999,62.644,34.175,69.974,29.619,58.913,15.32,56.188,16.85,49.451,25.75,45.333,21.058,48.285,19.653,60.157,35.093,28.357,71.502,20.949,78.139,25587,1281,1275,1624,1330,1256,2525,2633,3395,1986,1788,3583,2244,667,139553884,0,0,5,Recreation,0,0,0,0,1,0,0,1,0,0,0,0,South,0.05006448587173174,0.04982999179270724,0.06346973072263258,0.05197952085043186,0.04908742720912963,0.26443115644663306,non_producer_oil,gas_producer
5025,AR,Cleveland County,Status Quo,Status Quo,Status Quo,58.468,20.969,45.129,41.41,34.924,36.634,50.521,8.174,48.189,51.654,61.688,25.011,60.862,24.418,52.358,32.152,49.103,37.151,33.148,53.285,41.295,58.705,78.944,18.72,69.422,28.1,58.821,39.7,58.905,37.967,54.421,43.414,76.619,20.009,41.894,53.587,62.679,34.182,70.716,28.636,58.27,15.109,55.386,16.828,50.014,23.985,46.08,20.18,49.538,18.913,60.679,34.599,26.851,73.055,19.303,79.592,8421,424,493,620,670,454,803,1039,1215,504,630,894,518,157,0,0,1,0,Nonspecialized,0,0,0,0,0,1,0,1,0,0,0,0,South,0.05035031468946681,0.05854411590072438,0.073625460159126,0.07956299726873294,0.05391283695523097,0.3159957249732811,non_producer_oil,non_producer_gas
5027,AR,Columbia County,H_Decline,Status Quo,H_Decline,63.554,15.187,48.026,39.064,38.46,31.417,54.498,6.76,53.265,46.603,65.038,19.802,64.108,19.103,56.732,25.66,53.132,30.659,37.526,46.094,46.583,53.417,79.956,18.019,71.933,25.362,63.543,34.725,62.905,33.428,58.567,39.216,78.442,18.122,38.074,57.782,58.206,38.437,75.359,23.841,61.258,13.132,58.21,14.687,54.844,19.245,51.543,16.463,54.862,15.727,64.098,31.178,27.644,72.299,17.354,81.314,24168,1463,1460,1348,2395,2462,2765,2560,2821,1311,1581,2106,1378,518,7459727,1516769,0,3,Maufacturing,0,1,1,0,0,0,0,1,1,0,1,1,South,0.060534591194968554,0.060410460112545514,0.05577623303541874,0.09909798080105925,0.10187024164184046,0.37768950678583246,oil_producer,gas_producer
5029,AR,Conway County,Status Quo,H_Growth,H_Growth,63.97,17.418,51.747,34.294,42.81,31.422,53.095,7.09,53.967,45.912,66.007,21.131,66.79,19.872,57.476,27.973,52.253,34.372,34.881,51.453,45.108,54.892,80.733,17.309,74.313,23.649,67.299,31.524,62.629,34.013,60.85,36.742,79.026,18.121,33.084,62.906,54.759,42.4,74.993,24.512,63.403,12.483,59.368,14.11,57.111,19.618,52.942,16.911,53.037,17.476,63.658,31.556,30.431,69.591,19.068,79.756,21060,1268,1449,1311,1268,1248,2471,2432,2911,1493,1345,2159,1144,561,198415787,0,0,0,Nonspecialized,0,0,0,0,0,1,0,1,0,0,0,0,South,0.060208926875593545,0.06880341880341881,0.06225071225071225,0.060208926875593545,0.05925925925925926,0.3107312440645774,non_producer_oil,gas_producer
5031,AR,Craighead County,Status Quo,Status Quo,Status Quo,63.193,17.233,51.191,35.04,43.337,32.477,54.219,7.338,54.34,44.891,66.667,20.883,67.223,19.791,57.692,28.52,52.521,34.747,34.868,52.419,45.34,54.659,80.12,16.643,73.529,24.356,66.081,32.809,61.407,35.449,59.914,37.268,78.691,18.032,34.622,61.408,54.927,41.381,75.419,24.302,61.736,12.764,58.648,14.428,55.329,19.349,51.277,17.462,52.329,17.448,63.389,32.094,32.336,67.096,20.646,78.333,102884,7188,7985,6258,7552,8454,15473,13162,12378,5652,5566,7669,3837,1710,0,0,1,0,Nonspecialized,0,0,0,0,0,1,0,0,0,0,0,0,South,0.06986509078185141,0.07761167917266047,0.06082578437852339,0.07340305586874539,0.0821702111115431,0.36387582131332374,non_producer_oil,non_producer_gas
5033,AR,Crawford County,Status Quo,H_Decline,H_Decline,58.305,22.353,45.612,40.462,34.79,37.18,48.898,8.563,47.444,52.433,61.241,27.055,61.667,24.752,52.162,33.923,48.303,39.235,32.512,55.123,40.134,59.866,78.917,18.833,69.328,28.274,58.25,40.239,57.571,39.165,54.298,43.482,76.624,20.042,42.127,53.58,62.489,34.501,70.011,29.36,59.25,15.36,56.044,17.324,49.624,24.46,45.096,21.076,48.238,20.082,60.093,35.238,27.274,72.648,19.423,79.506,61927,3784,4264,4708,4126,3627,7463,8002,8535,4277,3650,5714,2765,1012,7321235,0,1,3,Maufacturing,0,0,1,0,0,0,0,0,0,1,0,0,South,0.06110420333618616,0.06885526507016326,0.07602499717409207,0.06662683482164485,0.05856896022736448,0.3311802606294508,non_producer_oil,gas_producer
