Regionlevel,Entity,Code,Date,Total confirmed deaths (deaths),Total confirmed cases (cases)
,Lithuania,LTU,16-Mar-20,,14
,Lithuania,LTU,17-Mar-20,,17
,Lithuania,LTU,18-Mar-20,,25
,Lithuania,LTU,19-Mar-20,,33
,Lithuania,LTU,20-Mar-20,,48
,Lithuania,LTU,21-Mar-20,1,69
,Lithuania,LTU,22-Mar-20,1,105
,Lithuania,LTU,23-Mar-20,1,143
,Lithuania,LTU,24-Mar-20,1,179
,Lithuania,LTU,25-Mar-20,2,209
,Lithuania,LTU,26-Mar-20,4,274
,Lithuania,LTU,27-Mar-20,4,299
,Lithuania,LTU,28-Mar-20,5,358
,Lithuania,LTU,29-Mar-20,7,394
,Lithuania,LTU,30-Mar-20,7,484
,Lithuania,LTU,31-Mar-20,7,484
,Lithuania,LTU,1-Apr-20,7,533
,Lithuania,LTU,2-Apr-20,8,581
,Lithuania,LTU,3-Apr-20,9,649
,Lithuania,LTU,4-Apr-20,9,771
,Lithuania,LTU,5-Apr-20,9,771
,Lithuania,LTU,6-Apr-20,13,811
,Lithuania,LTU,7-Apr-20,14,843
,Lithuania,LTU,8-Apr-20,15,880
,Lithuania,LTU,9-Apr-20,15,912
,Lithuania,LTU,10-Apr-20,15,955
,Lithuania,LTU,11-Apr-20,17,999
,Lithuania,LTU,12-Apr-20,23,1053
,Lithuania,LTU,13-Apr-20,24,1062
,Lithuania,LTU,14-Apr-20,24,1070
,Lithuania,LTU,15-Apr-20,24,1070
,Lithuania,LTU,16-Apr-20,29,1091
,Lithuania,LTU,17-Apr-20,32,1149
,Lithuania,LTU,18-Apr-20,33,1239
,Lithuania,LTU,19-Apr-20,33,1298
,Lithuania,LTU,20-Apr-20,36,1326
,Lithuania,LTU,21-Apr-20,37,1350
,Lithuania,LTU,22-Apr-20,38,1370
,Lithuania,LTU,23-Apr-20,38,1398
,Lithuania,LTU,24-Apr-20,40,1410
,Lithuania,LTU,25-Apr-20,40,1410
,Lithuania,LTU,26-Apr-20,41,1426
,Lithuania,LTU,27-Apr-20,41,1438
,Lithuania,LTU,28-Apr-20,41,1449
,Lithuania,LTU,29-Apr-20,44,1344
,Lithuania,LTU,30-Apr-20,45,1375
excl,Low income,,25-Jan-20,,1
excl,Low income,,26-Jan-20,,1
excl,Low income,,27-Jan-20,,1
excl,Low income,,28-Jan-20,,1
excl,Low income,,29-Jan-20,,1
excl,Low income,,30-Jan-20,,1
excl,Low income,,31-Jan-20,,1
excl,Low income,,1-Feb-20,,1
excl,Low income,,2-Feb-20,,1
excl,Low income,,3-Feb-20,,1
excl,Low income,,4-Feb-20,,1
excl,Low income,,5-Feb-20,,1
excl,Low income,,6-Feb-20,,1
excl,Low income,,7-Feb-20,,1
excl,Low income,,8-Feb-20,,1
excl,Low income,,9-Feb-20,,1
excl,Low income,,10-Feb-20,,1
excl,Low income,,11-Feb-20,,1
excl,Low income,,12-Feb-20,,1
excl,Low income,,13-Feb-20,,1
excl,Low income,,14-Feb-20,,1
excl,Low income,,15-Feb-20,,1
excl,Low income,,16-Feb-20,,1
excl,Low income,,17-Feb-20,,1
excl,Low income,,18-Feb-20,,1
excl,Low income,,19-Feb-20,,1
excl,Low income,,20-Feb-20,,1
excl,Low income,,21-Feb-20,,1
excl,Low income,,22-Feb-20,,1
excl,Low income,,23-Feb-20,,1
excl,Low income,,24-Feb-20,,1
excl,Low income,,25-Feb-20,,2
excl,Low income,,26-Feb-20,,2
excl,Low income,,27-Feb-20,,2
excl,Low income,,28-Feb-20,,2
excl,Low income,,29-Feb-20,,2
excl,Low income,,1-Mar-20,,2
excl,Low income,,2-Mar-20,,2
excl,Low income,,3-Mar-20,,2
excl,Low income,,4-Mar-20,,2
excl,Low income,,5-Mar-20,,2
excl,Low income,,6-Mar-20,,2
excl,Low income,,7-Mar-20,,3
excl,Low income,,8-Mar-20,,6
excl,Low income,,9-Mar-20,,6
excl,Low income,,10-Mar-20,,6
excl,Low income,,11-Mar-20,,12
excl,Low income,,12-Mar-20,,12
excl,Low income,,13-Mar-20,,12
excl,Low income,,14-Mar-20,,15
excl,Low income,,15-Mar-20,,20
excl,Low income,,16-Mar-20,,34
excl,Low income,,17-Mar-20,,62
excl,Low income,,18-Mar-20,,67
excl,Low income,,19-Mar-20,1,91
excl,Low income,,20-Mar-20,1,103
excl,Low income,,21-Mar-20,1,133
excl,Low income,,22-Mar-20,4,181
excl,Low income,,23-Mar-20,5,207
excl,Low income,,24-Mar-20,7,275
excl,Low income,,25-Mar-20,9,338
excl,Low income,,26-Mar-20,9,408
excl,Low income,,27-Mar-20,10,485
excl,Low income,,28-Mar-20,12,516
excl,Low income,,29-Mar-20,22,606
excl,Low income,,30-Mar-20,26,688
excl,Low income,,31-Mar-20,32,819
excl,Low income,,1-Apr-20,33,902
excl,Low income,,2-Apr-20,41,1087
excl,Low income,,3-Apr-20,45,1214
excl,Low income,,4-Apr-20,48,1286
excl,Low income,,5-Apr-20,55,1484
excl,Low income,,6-Apr-20,69,1669
excl,Low income,,7-Apr-20,71,1860
excl,Low income,,8-Apr-20,79,2007
excl,Low income,,9-Apr-20,91,2238
excl,Low income,,10-Apr-20,95,2481
excl,Low income,,11-Apr-20,99,2666
excl,Low income,,12-Apr-20,108,2897
excl,Low income,,13-Apr-20,111,3040
excl,Low income,,14-Apr-20,118,3267
excl,Low income,,15-Apr-20,128,3504
excl,Low income,,16-Apr-20,138,3741
excl,Low income,,17-Apr-20,146,3896
excl,Low income,,18-Apr-20,159,4212
excl,Low income,,19-Apr-20,163,4383
excl,Low income,,20-Apr-20,172,4695
excl,Low income,,21-Apr-20,178,4945
excl,Low income,,22-Apr-20,184,5283
excl,Low income,,23-Apr-20,203,5582
excl,Low income,,24-Apr-20,215,5937
excl,Low income,,25-Apr-20,223,6257
excl,Low income,,26-Apr-20,237,6581
excl,Low income,,27-Apr-20,260,6899
excl,Low income,,28-Apr-20,269,7317
excl,Low income,,29-Apr-20,279,7675
excl,Low income,,30-Apr-20,291,8269
excl,Lower middle income,,24-Jan-20,,2
excl,Lower middle income,,25-Jan-20,,2
excl,Lower middle income,,26-Jan-20,,2
excl,Lower middle income,,27-Jan-20,,2
excl,Lower middle income,,28-Jan-20,,3
excl,Lower middle income,,29-Jan-20,,3
excl,Lower middle income,,30-Jan-20,,5
excl,Lower middle income,,31-Jan-20,,8
excl,Lower middle income,,1-Feb-20,,8
excl,Lower middle income,,2-Feb-20,1,12
excl,Lower middle income,,3-Feb-20,1,13
excl,Lower middle income,,4-Feb-20,1,15
excl,Lower middle income,,5-Feb-20,1,16
excl,Lower middle income,,6-Feb-20,1,17
excl,Lower middle income,,7-Feb-20,1,19
excl,Lower middle income,,8-Feb-20,1,20
excl,Lower middle income,,9-Feb-20,1,21
excl,Lower middle income,,10-Feb-20,1,21
excl,Lower middle income,,11-Feb-20,1,22
excl,Lower middle income,,12-Feb-20,1,22
excl,Lower middle income,,13-Feb-20,1,23
excl,Lower middle income,,14-Feb-20,1,23
excl,Lower middle income,,15-Feb-20,1,24
excl,Lower middle income,,16-Feb-20,1,24
excl,Lower middle income,,17-Feb-20,1,24
excl,Lower middle income,,18-Feb-20,1,24
excl,Lower middle income,,19-Feb-20,1,24
excl,Lower middle income,,20-Feb-20,1,24
excl,Lower middle income,,21-Feb-20,1,24
excl,Lower middle income,,22-Feb-20,1,24
excl,Lower middle income,,23-Feb-20,1,24
excl,Lower middle income,,24-Feb-20,1,24
excl,Lower middle income,,25-Feb-20,1,24
excl,Lower middle income,,26-Feb-20,1,24
excl,Lower middle income,,27-Feb-20,1,26
excl,Lower middle income,,28-Feb-20,1,27
excl,Lower middle income,,29-Feb-20,1,27
excl,Lower middle income,,1-Mar-20,1,29
excl,Lower middle income,,2-Mar-20,1,32
excl,Lower middle income,,3-Mar-20,1,37
excl,Lower middle income,,4-Mar-20,1,40
excl,Lower middle income,,5-Mar-20,1,64
excl,Lower middle income,,6-Mar-20,1,76
excl,Lower middle income,,7-Mar-20,1,106
excl,Lower middle income,,8-Mar-20,1,119
excl,Lower middle income,,9-Mar-20,2,172
excl,Lower middle income,,10-Mar-20,2,229
excl,Lower middle income,,11-Mar-20,2,270
excl,Lower middle income,,12-Mar-20,5,343
excl,Lower middle income,,13-Mar-20,7,392
excl,Lower middle income,,14-Mar-20,15,503
excl,Lower middle income,,15-Mar-20,16,628
excl,Lower middle income,,16-Mar-20,23,741
excl,Lower middle income,,17-Mar-20,24,1013
excl,Lower middle income,,18-Mar-20,29,1206
excl,Lower middle income,,19-Mar-20,37,1470
excl,Lower middle income,,20-Mar-20,55,1852
excl,Lower middle income,,21-Mar-20,66,2185
excl,Lower middle income,,22-Mar-20,90,2860
excl,Lower middle income,,23-Mar-20,111,3375
excl,Lower middle income,,24-Mar-20,130,3873
excl,Lower middle income,,25-Mar-20,148,4547
excl,Lower middle income,,26-Mar-20,167,5256
excl,Lower middle income,,27-Mar-20,207,6012
excl,Lower middle income,,28-Mar-20,246,6798
excl,Lower middle income,,29-Mar-20,297,7912
excl,Lower middle income,,30-Mar-20,337,9102
excl,Lower middle income,,31-Mar-20,393,10581
excl,Lower middle income,,1-Apr-20,439,11718
excl,Lower middle income,,2-Apr-20,514,13650
excl,Lower middle income,,3-Apr-20,567,14902
excl,Lower middle income,,4-Apr-20,628,16781
excl,Lower middle income,,5-Apr-20,718,18537
excl,Lower middle income,,6-Apr-20,811,21364
excl,Lower middle income,,7-Apr-20,879,23607
excl,Lower middle income,,8-Apr-20,980,25860
excl,Lower middle income,,9-Apr-20,1074,28069
excl,Lower middle income,,10-Apr-20,1207,30544
excl,Lower middle income,,11-Apr-20,1327,33003
excl,Lower middle income,,12-Apr-20,1481,36009
excl,Lower middle income,,13-Apr-20,1665,38952
excl,Lower middle income,,14-Apr-20,1784,42329
excl,Lower middle income,,15-Apr-20,1955,45779
excl,Lower middle income,,16-Apr-20,2075,49680
excl,Lower middle income,,17-Apr-20,2208,53444
excl,Lower middle income,,18-Apr-20,2360,57652
excl,Lower middle income,,19-Apr-20,2483,61618
excl,Lower middle income,,20-Apr-20,2670,65745
excl,Lower middle income,,21-Apr-20,2803,69962
excl,Lower middle income,,22-Apr-20,2956,74251
excl,Lower middle income,,23-Apr-20,3069,77887
excl,Lower middle income,,24-Apr-20,3209,83661
excl,Lower middle income,,25-Apr-20,3389,89035
excl,Lower middle income,,26-Apr-20,3564,94233
excl,Lower middle income,,27-Apr-20,3695,98826
excl,Lower middle income,,28-Apr-20,3860,103002
excl,Lower middle income,,29-Apr-20,4060,108686
excl,Lower middle income,,30-Apr-20,4258,113971
,Luxembourg,LUX,1-Mar-20,,1
,Luxembourg,LUX,2-Mar-20,,1
,Luxembourg,LUX,7-Mar-20,,3
,Luxembourg,LUX,9-Mar-20,,5
,Luxembourg,LUX,11-Mar-20,,7
,Luxembourg,LUX,12-Mar-20,,7
,Luxembourg,LUX,13-Mar-20,,26
,Luxembourg,LUX,14-Mar-20,1,38
,Luxembourg,LUX,16-Mar-20,1,77
,Luxembourg,LUX,17-Mar-20,1,81
,Luxembourg,LUX,18-Mar-20,1,140
,Luxembourg,LUX,19-Mar-20,2,210
,Luxembourg,LUX,20-Mar-20,4,345
,Luxembourg,LUX,21-Mar-20,5,484
,Luxembourg,LUX,22-Mar-20,8,670
,Luxembourg,LUX,23-Mar-20,8,798
,Luxembourg,LUX,24-Mar-20,8,875
,Luxembourg,LUX,25-Mar-20,8,1099
,Luxembourg,LUX,26-Mar-20,8,1333
,Luxembourg,LUX,27-Mar-20,9,1453
,Luxembourg,LUX,28-Mar-20,15,1605
,Luxembourg,LUX,29-Mar-20,18,1831
,Luxembourg,LUX,30-Mar-20,21,1950
,Luxembourg,LUX,31-Mar-20,22,1988
,Luxembourg,LUX,1-Apr-20,23,2178
,Luxembourg,LUX,2-Apr-20,29,2319
,Luxembourg,LUX,3-Apr-20,30,2487
,Luxembourg,LUX,4-Apr-20,31,2612
,Luxembourg,LUX,5-Apr-20,31,2729
,Luxembourg,LUX,6-Apr-20,36,2804
,Luxembourg,LUX,7-Apr-20,41,2843
,Luxembourg,LUX,8-Apr-20,44,2970
,Luxembourg,LUX,9-Apr-20,46,3034
,Luxembourg,LUX,10-Apr-20,52,3115
,Luxembourg,LUX,11-Apr-20,54,3223
,Luxembourg,LUX,12-Apr-20,62,3270
,Luxembourg,LUX,13-Apr-20,66,3281
,Luxembourg,LUX,14-Apr-20,67,3292
,Luxembourg,LUX,15-Apr-20,67,3307
,Luxembourg,LUX,16-Apr-20,69,3373
,Luxembourg,LUX,17-Apr-20,69,3444
,Luxembourg,LUX,18-Apr-20,72,3480
,Luxembourg,LUX,19-Apr-20,72,3537
,Luxembourg,LUX,20-Apr-20,73,3550
,Luxembourg,LUX,21-Apr-20,75,3558
,Luxembourg,LUX,22-Apr-20,78,3618
,Luxembourg,LUX,23-Apr-20,80,3654
,Luxembourg,LUX,24-Apr-20,83,3665
,Luxembourg,LUX,25-Apr-20,85,3695
,Luxembourg,LUX,26-Apr-20,85,3711
,Luxembourg,LUX,27-Apr-20,88,3723
,Luxembourg,LUX,28-Apr-20,88,3729
,Luxembourg,LUX,29-Apr-20,89,3741
,Luxembourg,LUX,30-Apr-20,89,3769
,Macedonia,MKD,27-Feb-20,,1
,Macedonia,MKD,28-Feb-20,,1
,Macedonia,MKD,29-Feb-20,,1
,Macedonia,MKD,1-Mar-20,,1
,Macedonia,MKD,2-Mar-20,,1
,Macedonia,MKD,7-Mar-20,,3
,Macedonia,MKD,11-Mar-20,,7
,Macedonia,MKD,13-Mar-20,,9
,Macedonia,MKD,14-Mar-20,,13
,Macedonia,MKD,16-Mar-20,,13
,Macedonia,MKD,17-Mar-20,,19
,Macedonia,MKD,18-Mar-20,,31
,Macedonia,MKD,19-Mar-20,,42
,Macedonia,MKD,20-Mar-20,,48
,Macedonia,MKD,21-Mar-20,,70
,Macedonia,MKD,22-Mar-20,,85
,Macedonia,MKD,23-Mar-20,1,114
,Macedonia,MKD,24-Mar-20,2,136
,Macedonia,MKD,25-Mar-20,2,148
,Macedonia,MKD,26-Mar-20,2,177
,Macedonia,MKD,27-Mar-20,3,201
,Macedonia,MKD,28-Mar-20,3,219
,Macedonia,MKD,29-Mar-20,4,241
,Macedonia,MKD,30-Mar-20,6,259
,Macedonia,MKD,31-Mar-20,7,285
,Macedonia,MKD,1-Apr-20,9,329
,Macedonia,MKD,2-Apr-20,10,354
,Macedonia,MKD,3-Apr-20,11,354
,Macedonia,MKD,4-Apr-20,12,430
,Macedonia,MKD,5-Apr-20,17,483
,Macedonia,MKD,6-Apr-20,17,483
,Macedonia,MKD,7-Apr-20,21,570
,Macedonia,MKD,8-Apr-20,26,599
,Macedonia,MKD,9-Apr-20,30,617
,Macedonia,MKD,10-Apr-20,32,663
,Macedonia,MKD,11-Apr-20,32,711
,Macedonia,MKD,12-Apr-20,34,760
,Macedonia,MKD,13-Apr-20,34,828
,Macedonia,MKD,14-Apr-20,38,854
,Macedonia,MKD,15-Apr-20,44,908
,Macedonia,MKD,16-Apr-20,45,974
,Macedonia,MKD,17-Apr-20,46,1081
,Macedonia,MKD,18-Apr-20,49,1117
,Macedonia,MKD,19-Apr-20,49,1170
,Macedonia,MKD,20-Apr-20,51,1207
,Macedonia,MKD,21-Apr-20,54,1225
,Macedonia,MKD,22-Apr-20,55,1231
,Macedonia,MKD,23-Apr-20,56,1259
,Macedonia,MKD,24-Apr-20,56,1300
,Macedonia,MKD,25-Apr-20,57,1326
,Macedonia,MKD,26-Apr-20,59,1367
,Macedonia,MKD,27-Apr-20,61,1386
,Macedonia,MKD,28-Apr-20,65,1399
,Macedonia,MKD,29-Apr-20,71,1421
,Macedonia,MKD,30-Apr-20,73,1442
,Madagascar,MDG,21-Mar-20,,3
,Madagascar,MDG,22-Mar-20,,3
,Madagascar,MDG,23-Mar-20,,3
,Madagascar,MDG,24-Mar-20,,17
,Madagascar,MDG,25-Mar-20,,19
,Madagascar,MDG,26-Mar-20,,19
,Madagascar,MDG,27-Mar-20,,23
,Madagascar,MDG,28-Mar-20,,24
,Madagascar,MDG,29-Mar-20,,28
,Madagascar,MDG,30-Mar-20,,37
,Madagascar,MDG,31-Mar-20,,44
,Madagascar,MDG,1-Apr-20,,46
,Madagascar,MDG,2-Apr-20,,54
,Madagascar,MDG,3-Apr-20,,59
,Madagascar,MDG,4-Apr-20,,65
,Madagascar,MDG,5-Apr-20,,71
,Madagascar,MDG,6-Apr-20,,72
,Madagascar,MDG,7-Apr-20,,77
,Madagascar,MDG,8-Apr-20,,85
,Madagascar,MDG,9-Apr-20,,93
,Madagascar,MDG,10-Apr-20,,93
,Madagascar,MDG,11-Apr-20,,102
,Madagascar,MDG,12-Apr-20,,102
,Madagascar,MDG,13-Apr-20,,106
,Madagascar,MDG,14-Apr-20,,106
,Madagascar,MDG,15-Apr-20,,108
,Madagascar,MDG,16-Apr-20,,110
,Madagascar,MDG,17-Apr-20,,111
,Madagascar,MDG,18-Apr-20,,117
,Madagascar,MDG,19-Apr-20,,117
,Madagascar,MDG,20-Apr-20,,121
,Madagascar,MDG,21-Apr-20,,121
,Madagascar,MDG,22-Apr-20,,121
,Madagascar,MDG,23-Apr-20,,121
,Madagascar,MDG,24-Apr-20,,121
,Madagascar,MDG,25-Apr-20,,122
,Madagascar,MDG,26-Apr-20,,124
,Madagascar,MDG,27-Apr-20,,124
,Madagascar,MDG,28-Apr-20,,128
,Madagascar,MDG,29-Apr-20,,128
,Madagascar,MDG,30-Apr-20,,128
,Malawi,MWI,3-Apr-20,,3
,Malawi,MWI,4-Apr-20,,3
,Malawi,MWI,5-Apr-20,,4
,Malawi,MWI,6-Apr-20,,4
,Malawi,MWI,7-Apr-20,,5
,Malawi,MWI,8-Apr-20,1,8
,Malawi,MWI,9-Apr-20,1,8
,Malawi,MWI,10-Apr-20,1,8
,Malawi,MWI,11-Apr-20,1,9
,Malawi,MWI,12-Apr-20,2,12
,Malawi,MWI,13-Apr-20,2,13
,Malawi,MWI,14-Apr-20,2,16
,Malawi,MWI,15-Apr-20,2,16
,Malawi,MWI,16-Apr-20,2,16
,Malawi,MWI,17-Apr-20,2,16
,Malawi,MWI,18-Apr-20,2,17
,Malawi,MWI,19-Apr-20,2,17
,Malawi,MWI,20-Apr-20,2,17
,Malawi,MWI,21-Apr-20,2,17
,Malawi,MWI,22-Apr-20,2,18
,Malawi,MWI,23-Apr-20,3,23
,Malawi,MWI,24-Apr-20,3,33
,Malawi,MWI,25-Apr-20,3,33
,Malawi,MWI,26-Apr-20,3,33
,Malawi,MWI,27-Apr-20,3,34
,Malawi,MWI,28-Apr-20,3,36
,Malawi,MWI,29-Apr-20,3,36
,Malawi,MWI,30-Apr-20,3,36
,Malaysia,MYS,25-Jan-20,,3
,Malaysia,MYS,26-Jan-20,,4
,Malaysia,MYS,27-Jan-20,,4
,Malaysia,MYS,28-Jan-20,,4
,Malaysia,MYS,29-Jan-20,,7
,Malaysia,MYS,30-Jan-20,,7
,Malaysia,MYS,31-Jan-20,,8
,Malaysia,MYS,1-Feb-20,,8
,Malaysia,MYS,2-Feb-20,,8
,Malaysia,MYS,3-Feb-20,,8
,Malaysia,MYS,4-Feb-20,,8
,Malaysia,MYS,5-Feb-20,,10
,Malaysia,MYS,6-Feb-20,,12
,Malaysia,MYS,7-Feb-20,,14
,Malaysia,MYS,8-Feb-20,,15
,Malaysia,MYS,9-Feb-20,,16
,Malaysia,MYS,10-Feb-20,,18
,Malaysia,MYS,11-Feb-20,,18
,Malaysia,MYS,12-Feb-20,,18
,Malaysia,MYS,13-Feb-20,,18
,Malaysia,MYS,14-Feb-20,,19
,Malaysia,MYS,15-Feb-20,,21
,Malaysia,MYS,16-Feb-20,,22
,Malaysia,MYS,17-Feb-20,,22
,Malaysia,MYS,18-Feb-20,,22
,Malaysia,MYS,19-Feb-20,,22
,Malaysia,MYS,20-Feb-20,,22
,Malaysia,MYS,21-Feb-20,,22
,Malaysia,MYS,22-Feb-20,,22
,Malaysia,MYS,23-Feb-20,,22
,Malaysia,MYS,24-Feb-20,,22
,Malaysia,MYS,25-Feb-20,,22
,Malaysia,MYS,26-Feb-20,,22
,Malaysia,MYS,27-Feb-20,,22
,Malaysia,MYS,28-Feb-20,,23
,Malaysia,MYS,29-Feb-20,,25
,Malaysia,MYS,1-Mar-20,,25
,Malaysia,MYS,2-Mar-20,,29
,Malaysia,MYS,4-Mar-20,,36
,Malaysia,MYS,5-Mar-20,,50
,Malaysia,MYS,6-Mar-20,,50
,Malaysia,MYS,7-Mar-20,,83
,Malaysia,MYS,8-Mar-20,,93
,Malaysia,MYS,9-Mar-20,,99
,Malaysia,MYS,10-Mar-20,,117
,Malaysia,MYS,11-Mar-20,,129
,Malaysia,MYS,12-Mar-20,,149
,Malaysia,MYS,13-Mar-20,,158
,Malaysia,MYS,14-Mar-20,,197
,Malaysia,MYS,15-Mar-20,,238
,Malaysia,MYS,16-Mar-20,,428
,Malaysia,MYS,17-Mar-20,,553
,Malaysia,MYS,18-Mar-20,2,673
,Malaysia,MYS,19-Mar-20,2,790
,Malaysia,MYS,20-Mar-20,2,900
,Malaysia,MYS,21-Mar-20,2,1030
,Malaysia,MYS,22-Mar-20,4,1183
,Malaysia,MYS,23-Mar-20,10,1306
,Malaysia,MYS,24-Mar-20,14,1518
,Malaysia,MYS,25-Mar-20,15,1624
,Malaysia,MYS,26-Mar-20,19,1796
,Malaysia,MYS,27-Mar-20,23,2031
,Malaysia,MYS,28-Mar-20,26,2161
,Malaysia,MYS,29-Mar-20,27,2320
,Malaysia,MYS,30-Mar-20,34,2470
,Malaysia,MYS,31-Mar-20,37,2626
,Malaysia,MYS,1-Apr-20,43,2766
,Malaysia,MYS,2-Apr-20,45,2908
,Malaysia,MYS,3-Apr-20,50,3116
,Malaysia,MYS,4-Apr-20,53,3333
,Malaysia,MYS,5-Apr-20,57,3483
,Malaysia,MYS,6-Apr-20,61,3662
,Malaysia,MYS,7-Apr-20,62,3793
,Malaysia,MYS,8-Apr-20,63,3963
,Malaysia,MYS,9-Apr-20,65,4119
,Malaysia,MYS,10-Apr-20,67,4228
,Malaysia,MYS,11-Apr-20,70,4346
,Malaysia,MYS,12-Apr-20,73,4530
,Malaysia,MYS,13-Apr-20,76,4683
,Malaysia,MYS,14-Apr-20,77,4817
,Malaysia,MYS,15-Apr-20,82,4987
,Malaysia,MYS,16-Apr-20,83,5072
,Malaysia,MYS,17-Apr-20,84,5182
,Malaysia,MYS,18-Apr-20,86,5251
,Malaysia,MYS,19-Apr-20,88,5305
,Malaysia,MYS,20-Apr-20,89,5389
,Malaysia,MYS,21-Apr-20,89,5425
,Malaysia,MYS,22-Apr-20,92,5482
,Malaysia,MYS,23-Apr-20,93,5532
,Malaysia,MYS,24-Apr-20,95,5603
,Malaysia,MYS,25-Apr-20,96,5691
,Malaysia,MYS,26-Apr-20,98,5742
,Malaysia,MYS,27-Apr-20,98,5780
,Malaysia,MYS,28-Apr-20,99,5820
,Malaysia,MYS,29-Apr-20,100,5851
,Malaysia,MYS,30-Apr-20,100,5945
,Maldives,MDV,8-Mar-20,,2
,Maldives,MDV,9-Mar-20,,4
,Maldives,MDV,11-Mar-20,,6
,Maldives,MDV,12-Mar-20,,8
,Maldives,MDV,14-Mar-20,,9
,Maldives,MDV,15-Mar-20,,9
,Maldives,MDV,16-Mar-20,,13
,Maldives,MDV,17-Mar-20,,13
,Maldives,MDV,18-Mar-20,,13
,Maldives,MDV,19-Mar-20,,13
,Maldives,MDV,20-Mar-20,,13
,Maldives,MDV,21-Mar-20,,13
,Maldives,MDV,22-Mar-20,,13
,Maldives,MDV,23-Mar-20,,13
,Maldives,MDV,24-Mar-20,,13
,Maldives,MDV,25-Mar-20,,13
,Maldives,MDV,26-Mar-20,,13
,Maldives,MDV,27-Mar-20,,13
,Maldives,MDV,28-Mar-20,,14
,Maldives,MDV,29-Mar-20,,16
,Maldives,MDV,30-Mar-20,,17
,Maldives,MDV,31-Mar-20,,17
,Maldives,MDV,1-Apr-20,,18
,Maldives,MDV,2-Apr-20,,19
,Maldives,MDV,3-Apr-20,,19
,Maldives,MDV,4-Apr-20,,19
,Maldives,MDV,5-Apr-20,,19
,Maldives,MDV,6-Apr-20,,19
,Maldives,MDV,7-Apr-20,,19
,Maldives,MDV,8-Apr-20,,19
,Maldives,MDV,9-Apr-20,,19
,Maldives,MDV,10-Apr-20,,19
,Maldives,MDV,11-Apr-20,,19
,Maldives,MDV,12-Apr-20,,19
,Maldives,MDV,13-Apr-20,,20
,Maldives,MDV,14-Apr-20,,20
,Maldives,MDV,15-Apr-20,,21
,Maldives,MDV,16-Apr-20,,21
,Maldives,MDV,17-Apr-20,,25
,Maldives,MDV,18-Apr-20,,29
,Maldives,MDV,19-Apr-20,,35
,Maldives,MDV,20-Apr-20,,52
,Maldives,MDV,21-Apr-20,,69
,Maldives,MDV,22-Apr-20,,85
,Maldives,MDV,23-Apr-20,,85
,Maldives,MDV,24-Apr-20,,110
,Maldives,MDV,25-Apr-20,,128
,Maldives,MDV,26-Apr-20,,137
,Maldives,MDV,27-Apr-20,,214
,Maldives,MDV,28-Apr-20,,214
,Maldives,MDV,29-Apr-20,,245
,Maldives,MDV,30-Apr-20,,277
,Mali,MLI,26-Mar-20,,2
,Mali,MLI,27-Mar-20,,4
,Mali,MLI,28-Mar-20,,4
,Mali,MLI,29-Mar-20,,9
,Mali,MLI,30-Mar-20,,18
,Mali,MLI,31-Mar-20,,18
,Mali,MLI,1-Apr-20,1,18
,Mali,MLI,2-Apr-20,1,28
,Mali,MLI,3-Apr-20,3,36
,Mali,MLI,4-Apr-20,3,39
,Mali,MLI,5-Apr-20,3,41
,Mali,MLI,6-Apr-20,5,45
,Mali,MLI,7-Apr-20,5,47
,Mali,MLI,8-Apr-20,5,56
,Mali,MLI,9-Apr-20,7,59
,Mali,MLI,10-Apr-20,7,59
,Mali,MLI,11-Apr-20,7,87
,Mali,MLI,12-Apr-20,9,105
,Mali,MLI,13-Apr-20,9,116
,Mali,MLI,14-Apr-20,10,123
,Mali,MLI,15-Apr-20,13,144
,Mali,MLI,16-Apr-20,13,148
,Mali,MLI,17-Apr-20,13,171
,Mali,MLI,18-Apr-20,13,190
,Mali,MLI,19-Apr-20,13,216
,Mali,MLI,20-Apr-20,14,224
,Mali,MLI,21-Apr-20,14,246
,Mali,MLI,22-Apr-20,14,258
,Mali,MLI,23-Apr-20,17,293
,Mali,MLI,24-Apr-20,21,309
,Mali,MLI,25-Apr-20,21,325
,Mali,MLI,26-Apr-20,21,370
,Mali,MLI,27-Apr-20,23,389
,Mali,MLI,28-Apr-20,23,408
,Mali,MLI,29-Apr-20,24,424
,Mali,MLI,30-Apr-20,25,482
,Malta,MLT,8-Mar-20,,3
,Malta,MLT,10-Mar-20,,4
,Malta,MLT,12-Mar-20,,6
,Malta,MLT,13-Mar-20,,9
,Malta,MLT,14-Mar-20,,12
,Malta,MLT,15-Mar-20,,18
,Malta,MLT,16-Mar-20,,21
,Malta,MLT,17-Mar-20,,30
,Malta,MLT,18-Mar-20,,38
,Malta,MLT,19-Mar-20,,48
,Malta,MLT,20-Mar-20,,53
,Malta,MLT,21-Mar-20,,64
,Malta,MLT,22-Mar-20,,73
,Malta,MLT,23-Mar-20,,90
,Malta,MLT,24-Mar-20,,107
,Malta,MLT,25-Mar-20,,120
,Malta,MLT,26-Mar-20,,129
,Malta,MLT,27-Mar-20,,134
,Malta,MLT,28-Mar-20,,139
,Malta,MLT,29-Mar-20,,149
,Malta,MLT,30-Mar-20,,151
,Malta,MLT,31-Mar-20,,156
,Malta,MLT,1-Apr-20,,167
,Malta,MLT,2-Apr-20,,188
,Malta,MLT,3-Apr-20,,195
